"Libellé";"Dépenses de consommation des ménages - Produits agricoles - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Produits agro-alimentaires - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Cokéfaction et raffinage - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Biens d'équipement - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Matériels de transport - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Autres produits industriels - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Énergie, eau, déchets - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Construction - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Commerce - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Transport - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Hébergement-restauration - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Information-communication - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services financiers - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services immobiliers - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services aux entreprises - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services non marchands (A17-OQ) - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services aux ménages - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Biens - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Biens manufacturés - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Biens industriels - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services marchands - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services non marchands - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Solde touristique - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes"
"1992-T3";"6944";"A";"37209";"A";"14847";"A";"873";"A";"13301";"A";"29682";"A";"10155";"A";"3670";"A";"4379";"A";"5942";"A";"15907";"A";"3709";"A";"7081";"A";"38784";"A";"3891";"A";"10121";"A";"8411";"A";"102690";"A";"85694";"A";"95850";"A";"82966";"A";"10121";"A";"96583";"A";"-1994";"A"
"1992-T2";"6725";"A";"36980";"A";"14798";"A";"863";"A";"13098";"A";"29996";"A";"10107";"A";"3657";"A";"4388";"A";"5921";"A";"15868";"A";"3683";"A";"7036";"A";"38526";"A";"3871";"A";"10000";"A";"8181";"A";"102289";"A";"85546";"A";"95662";"A";"82367";"A";"10000";"A";"95854";"A";"-2063";"A"
"1992-T1";"6572";"A";"36902";"A";"15149";"A";"869";"A";"13246";"A";"29584";"A";"10287";"A";"3647";"A";"4368";"A";"5905";"A";"16008";"A";"3680";"A";"6999";"A";"38254";"A";"3829";"A";"9930";"A";"8369";"A";"102171";"A";"85447";"A";"95693";"A";"82275";"A";"9930";"A";"95692";"A";"-2014";"A"
"1991-T4";"6545";"A";"37069";"A";"15134";"A";"862";"A";"12871";"A";"30149";"A";"10302";"A";"3640";"A";"4394";"A";"5867";"A";"16027";"A";"3648";"A";"6974";"A";"38040";"A";"3767";"A";"9810";"A";"8205";"A";"102472";"A";"85745";"A";"96009";"A";"81788";"A";"9810";"A";"95085";"A";"-1903";"A"
"1991-T3";"6672";"A";"37147";"A";"14837";"A";"866";"A";"13243";"A";"29516";"A";"9928";"A";"3633";"A";"4497";"A";"5796";"A";"16058";"A";"3619";"A";"6958";"A";"37779";"A";"3716";"A";"9701";"A";"8214";"A";"101934";"A";"85376";"A";"95355";"A";"81468";"A";"9701";"A";"94658";"A";"-1700";"A"
"1991-T2";"6890";"A";"36609";"A";"14743";"A";"856";"A";"13257";"A";"30266";"A";"10042";"A";"3627";"A";"4520";"A";"5750";"A";"16011";"A";"3613";"A";"6954";"A";"37525";"A";"3686";"A";"9652";"A";"8306";"A";"102456";"A";"85604";"A";"95673";"A";"81237";"A";"9652";"A";"94374";"A";"-1497";"A"
"1991-T1";"6986";"A";"37051";"A";"14747";"A";"855";"A";"13273";"A";"30210";"A";"9807";"A";"3622";"A";"4517";"A";"5672";"A";"15917";"A";"3571";"A";"6963";"A";"37265";"A";"3676";"A";"9523";"A";"8091";"A";"102683";"A";"85903";"A";"95810";"A";"80646";"A";"9523";"A";"93652";"A";"-1332";"A"
"1990-T4";"6933";"A";"36696";"A";"14259";"A";"857";"A";"13590";"A";"30550";"A";"9736";"A";"3616";"A";"4608";"A";"5880";"A";"15947";"A";"3566";"A";"6988";"A";"37000";"A";"3691";"A";"9460";"A";"8228";"A";"102690";"A";"86008";"A";"95869";"A";"80861";"A";"9460";"A";"93815";"A";"-1235";"A"
"1990-T3";"6844";"A";"36585";"A";"14562";"A";"839";"A";"14243";"A";"29826";"A";"9429";"A";"3606";"A";"4576";"A";"5891";"A";"15864";"A";"3485";"A";"6982";"A";"36727";"A";"3707";"A";"9450";"A";"8064";"A";"102216";"A";"85847";"A";"95477";"A";"80271";"A";"9450";"A";"93193";"A";"-1254";"A"
"1990-T2";"6830";"A";"36477";"A";"14799";"A";"806";"A";"14322";"A";"29763";"A";"9275";"A";"3592";"A";"4630";"A";"5946";"A";"15902";"A";"3505";"A";"6952";"A";"36463";"A";"3718";"A";"9360";"A";"7934";"A";"101902";"A";"85666";"A";"95178";"A";"80060";"A";"9360";"A";"92889";"A";"-1279";"A"
"1990-T1";"6777";"A";"36452";"A";"15007";"A";"782";"A";"15007";"A";"29828";"A";"8622";"A";"3574";"A";"4725";"A";"5917";"A";"15831";"A";"3450";"A";"6899";"A";"36182";"A";"3726";"A";"9397";"A";"7901";"A";"102028";"A";"86297";"A";"95350";"A";"79562";"A";"9397";"A";"92397";"A";"-1344";"A"
"1989-T4";"6838";"A";"36171";"A";"14593";"A";"777";"A";"14554";"A";"29482";"A";"8912";"A";"3553";"A";"4743";"A";"5822";"A";"15741";"A";"3376";"A";"6837";"A";"35895";"A";"3717";"A";"9255";"A";"7952";"A";"101001";"A";"85049";"A";"94274";"A";"78935";"A";"9255";"A";"91615";"A";"-1307";"A"
"1989-T3";"6834";"A";"35772";"A";"14647";"A";"783";"A";"14641";"A";"29191";"A";"8998";"A";"3531";"A";"4648";"A";"5695";"A";"15701";"A";"3391";"A";"6759";"A";"35603";"A";"3696";"A";"9129";"A";"8013";"A";"100602";"A";"84605";"A";"93882";"A";"78423";"A";"9129";"A";"90964";"A";"-1229";"A"
"1989-T2";"6818";"A";"35684";"A";"14474";"A";"757";"A";"13779";"A";"29137";"A";"8943";"A";"3509";"A";"4624";"A";"5665";"A";"15361";"A";"3316";"A";"6684";"A";"35323";"A";"3654";"A";"9029";"A";"7824";"A";"99277";"A";"83380";"A";"92579";"A";"77388";"A";"9029";"A";"89798";"A";"-1071";"A"
"1989-T1";"6860";"A";"35692";"A";"14898";"A";"717";"A";"13931";"A";"29239";"A";"8500";"A";"3488";"A";"4594";"A";"5661";"A";"15448";"A";"3292";"A";"6614";"A";"35050";"A";"3591";"A";"8937";"A";"7791";"A";"99160";"A";"83554";"A";"92425";"A";"76931";"A";"8937";"A";"89234";"A";"-850";"A"
"1988-T4";"6801";"A";"35115";"A";"14632";"A";"719";"A";"14274";"A";"28347";"A";"8885";"A";"3467";"A";"4619";"A";"5513";"A";"15155";"A";"3188";"A";"6553";"A";"34778";"A";"3512";"A";"8776";"A";"7791";"A";"98212";"A";"82408";"A";"91535";"A";"75944";"A";"8776";"A";"88065";"A";"-537";"A"
"1988-T3";"6798";"A";"35025";"A";"14506";"A";"723";"A";"13241";"A";"28558";"A";"8842";"A";"3451";"A";"4560";"A";"5492";"A";"14951";"A";"3156";"A";"6480";"A";"34473";"A";"3440";"A";"8716";"A";"7690";"A";"97278";"A";"81541";"A";"90610";"A";"75127";"A";"8716";"A";"87164";"A";"-340";"A"
"1988-T2";"6802";"A";"34749";"A";"14325";"A";"714";"A";"12563";"A";"28268";"A";"8554";"A";"3442";"A";"4471";"A";"5467";"A";"14841";"A";"3120";"A";"6406";"A";"34152";"A";"3379";"A";"8609";"A";"7777";"A";"95701";"A";"80226";"A";"89039";"A";"74503";"A";"8609";"A";"86423";"A";"-319";"A"
"1988-T1";"6747";"A";"34646";"A";"14587";"A";"684";"A";"12577";"A";"27925";"A";"8653";"A";"3438";"A";"4524";"A";"5395";"A";"14746";"A";"3094";"A";"6331";"A";"33797";"A";"3330";"A";"8558";"A";"7753";"A";"95208";"A";"79725";"A";"88598";"A";"73841";"A";"8558";"A";"85696";"A";"-326";"A"
"1987-T4";"6685";"A";"34458";"A";"14414";"A";"664";"A";"13552";"A";"28324";"A";"8832";"A";"3439";"A";"4653";"A";"5344";"A";"14672";"A";"3029";"A";"6258";"A";"33424";"A";"3289";"A";"8444";"A";"7601";"A";"96207";"A";"80635";"A";"89646";"A";"73045";"A";"8444";"A";"84781";"A";"-377";"A"
"1987-T3";"6614";"A";"34247";"A";"14629";"A";"637";"A";"12297";"A";"27607";"A";"8955";"A";"3432";"A";"4447";"A";"5275";"A";"14475";"A";"3013";"A";"6179";"A";"33073";"A";"3244";"A";"8319";"A";"7559";"A";"94035";"A";"78491";"A";"87553";"A";"72196";"A";"8319";"A";"83794";"A";"-331";"A"
"1987-T2";"6535";"A";"34099";"A";"14641";"A";"617";"A";"12146";"A";"28043";"A";"8840";"A";"3415";"A";"4464";"A";"5200";"A";"14476";"A";"2989";"A";"6099";"A";"32777";"A";"3194";"A";"8235";"A";"7586";"A";"93889";"A";"78507";"A";"87476";"A";"71656";"A";"8235";"A";"83154";"A";"-213";"A"
"1987-T1";"6480";"A";"33502";"A";"14228";"A";"615";"A";"11846";"A";"27342";"A";"9535";"A";"3389";"A";"4335";"A";"5077";"A";"14307";"A";"2959";"A";"6019";"A";"32513";"A";"3136";"A";"8155";"A";"7593";"A";"92683";"A";"76832";"A";"86328";"A";"70865";"A";"8155";"A";"82254";"A";"-205";"A"
"1986-T4";"6446";"A";"33380";"A";"14223";"A";"600";"A";"11766";"A";"27651";"A";"8558";"A";"3355";"A";"4511";"A";"5043";"A";"14574";"A";"2917";"A";"5947";"A";"32292";"A";"3073";"A";"8109";"A";"7495";"A";"91776";"A";"76766";"A";"85455";"A";"70536";"A";"8109";"A";"81853";"A";"-265";"A"
"1986-T3";"6542";"A";"33227";"A";"15125";"A";"594";"A";"11609";"A";"27599";"A";"8620";"A";"3327";"A";"4486";"A";"5087";"A";"14508";"A";"2892";"A";"5874";"A";"32065";"A";"3008";"A";"8017";"A";"7461";"A";"92156";"A";"77005";"A";"85751";"A";"70034";"A";"8017";"A";"81236";"A";"-391";"A"
"1986-T2";"6591";"A";"32996";"A";"14663";"A";"588";"A";"11489";"A";"27724";"A";"8934";"A";"3307";"A";"4492";"A";"5037";"A";"14386";"A";"2880";"A";"5813";"A";"31834";"A";"2941";"A";"7942";"A";"7425";"A";"91937";"A";"76485";"A";"85492";"A";"69473";"A";"7942";"A";"80579";"A";"-606";"A"
"1986-T1";"6422";"A";"32599";"A";"14690";"A";"571";"A";"10643";"A";"27120";"A";"8886";"A";"3295";"A";"4389";"A";"5055";"A";"14315";"A";"2856";"A";"5763";"A";"31582";"A";"2873";"A";"7860";"A";"7410";"A";"89949";"A";"74730";"A";"83666";"A";"68955";"A";"7860";"A";"79967";"A";"-769";"A"
"1985-T4";"6347";"A";"32594";"A";"14411";"A";"554";"A";"10470";"A";"27301";"A";"8573";"A";"3289";"A";"4363";"A";"5045";"A";"14256";"A";"2842";"A";"5730";"A";"31322";"A";"2806";"A";"7795";"A";"7382";"A";"89303";"A";"74428";"A";"83089";"A";"68502";"A";"7795";"A";"79442";"A";"-886";"A"
"1985-T3";"6268";"A";"32292";"A";"14418";"A";"535";"A";"10671";"A";"26566";"A";"8274";"A";"3284";"A";"4430";"A";"5046";"A";"14324";"A";"2829";"A";"5688";"A";"31083";"A";"2752";"A";"7666";"A";"7335";"A";"88039";"A";"73517";"A";"81904";"A";"68188";"A";"7666";"A";"78998";"A";"-1060";"A"
"1985-T2";"6244";"A";"32325";"A";"13959";"A";"518";"A";"10510";"A";"26695";"A";"8201";"A";"3276";"A";"4394";"A";"5018";"A";"14208";"A";"2822";"A";"5649";"A";"30875";"A";"2713";"A";"7618";"A";"7305";"A";"87511";"A";"73085";"A";"81401";"A";"67745";"A";"7618";"A";"78497";"A";"-1186";"A"
"1985-T1";"6392";"A";"32545";"A";"14245";"A";"507";"A";"10500";"A";"26321";"A";"8668";"A";"3268";"A";"4456";"A";"4984";"A";"13926";"A";"2785";"A";"5612";"A";"30693";"A";"2689";"A";"7542";"A";"7256";"A";"87933";"A";"72975";"A";"81693";"A";"67163";"A";"7542";"A";"77826";"A";"-1242";"A"
"1984-T4";"6462";"A";"31920";"A";"14027";"A";"488";"A";"10299";"A";"26284";"A";"7851";"A";"3258";"A";"4333";"A";"4933";"A";"13924";"A";"2749";"A";"5585";"A";"30528";"A";"2679";"A";"7440";"A";"7227";"A";"86258";"A";"71977";"A";"79972";"A";"66753";"A";"7440";"A";"77308";"A";"-1239";"A"
"1984-T3";"6398";"A";"32095";"A";"14143";"A";"505";"A";"10467";"A";"26862";"A";"7973";"A";"3252";"A";"4542";"A";"4923";"A";"13923";"A";"2696";"A";"5548";"A";"30320";"A";"2678";"A";"7342";"A";"7203";"A";"87382";"A";"73024";"A";"81142";"A";"66451";"A";"7342";"A";"76903";"A";"-1143";"A"
"1984-T2";"6327";"A";"32060";"A";"14471";"A";"517";"A";"10317";"A";"26573";"A";"7910";"A";"3248";"A";"4439";"A";"4861";"A";"13954";"A";"2715";"A";"5514";"A";"30060";"A";"2685";"A";"7257";"A";"7218";"A";"87142";"A";"72903";"A";"80965";"A";"66173";"A";"7257";"A";"76538";"A";"-1078";"A"
"1984-T1";"6229";"A";"31801";"A";"14630";"A";"510";"A";"10405";"A";"26677";"A";"7779";"A";"3249";"A";"4400";"A";"4895";"A";"13961";"A";"2733";"A";"5483";"A";"29749";"A";"2699";"A";"7205";"A";"7249";"A";"86959";"A";"72918";"A";"80869";"A";"65982";"A";"7205";"A";"76295";"A";"-1087";"A"
"1983-T4";"6107";"A";"31349";"A";"14261";"A";"497";"A";"11362";"A";"26615";"A";"7563";"A";"3252";"A";"4390";"A";"4883";"A";"13778";"A";"2678";"A";"5459";"A";"29391";"A";"2718";"A";"7152";"A";"7293";"A";"86766";"A";"73020";"A";"80783";"A";"65439";"A";"7152";"A";"75694";"A";"-1137";"A"
"1983-T3";"6111";"A";"31448";"A";"14199";"A";"509";"A";"10948";"A";"26600";"A";"7314";"A";"3260";"A";"4403";"A";"4856";"A";"13934";"A";"2642";"A";"5431";"A";"29035";"A";"2725";"A";"7075";"A";"7305";"A";"86311";"A";"72781";"A";"80330";"A";"65132";"A";"7075";"A";"75314";"A";"-1047";"A"
"1983-T2";"6116";"A";"31235";"A";"14487";"A";"509";"A";"11414";"A";"26998";"A";"7361";"A";"3271";"A";"4346";"A";"4879";"A";"14003";"A";"2621";"A";"5408";"A";"28713";"A";"2718";"A";"6943";"A";"7286";"A";"87185";"A";"73586";"A";"81190";"A";"64813";"A";"6943";"A";"74873";"A";"-793";"A"
"1983-T1";"6090";"A";"31536";"A";"14259";"A";"531";"A";"11069";"A";"27485";"A";"7148";"A";"3285";"A";"4477";"A";"4926";"A";"13946";"A";"2615";"A";"5390";"A";"28403";"A";"2695";"A";"6931";"A";"7275";"A";"87425";"A";"74017";"A";"81450";"A";"64559";"A";"6931";"A";"74611";"A";"-635";"A"
"1982-T4";"6073";"A";"31632";"A";"13745";"A";"543";"A";"11661";"A";"27598";"A";"7210";"A";"3301";"A";"4655";"A";"4901";"A";"14126";"A";"2580";"A";"5377";"A";"28032";"A";"2662";"A";"6882";"A";"7183";"A";"87983";"A";"74528";"A";"82018";"A";"64241";"A";"6882";"A";"74254";"A";"-446";"A"
"1982-T3";"6057";"A";"31148";"A";"14436";"A";"532";"A";"10857";"A";"27138";"A";"7015";"A";"3308";"A";"4524";"A";"4720";"A";"14137";"A";"2541";"A";"5359";"A";"27796";"A";"2637";"A";"6748";"A";"7193";"A";"86558";"A";"73313";"A";"80618";"A";"63691";"A";"6748";"A";"73570";"A";"-365";"A"
"1982-T2";"6080";"A";"30832";"A";"14423";"A";"554";"A";"10637";"A";"27498";"A";"6873";"A";"3302";"A";"4616";"A";"4887";"A";"13988";"A";"2539";"A";"5336";"A";"27589";"A";"2625";"A";"6625";"A";"7207";"A";"86560";"A";"73410";"A";"80601";"A";"63565";"A";"6625";"A";"73321";"A";"-379";"A"
"1982-T1";"6019";"A";"30638";"A";"13949";"A";"515";"A";"11107";"A";"27067";"A";"6707";"A";"3285";"A";"4512";"A";"4942";"A";"13999";"A";"2463";"A";"5307";"A";"27384";"A";"2625";"A";"6551";"A";"7175";"A";"85558";"A";"72622";"A";"79661";"A";"63137";"A";"6551";"A";"72803";"A";"-232";"A"
"1981-T4";"5978";"A";"30679";"A";"14405";"A";"513";"A";"9947";"A";"26741";"A";"6993";"A";"3260";"A";"4450";"A";"4876";"A";"13865";"A";"2444";"A";"5276";"A";"27339";"A";"2633";"A";"6445";"A";"7180";"A";"84677";"A";"71576";"A";"78823";"A";"62830";"A";"6445";"A";"72373";"A";"-146";"A"
"1981-T3";"5882";"A";"30514";"A";"14034";"A";"488";"A";"9460";"A";"26354";"A";"6948";"A";"3246";"A";"4516";"A";"4763";"A";"13652";"A";"2424";"A";"5241";"A";"27167";"A";"2638";"A";"6441";"A";"7173";"A";"83102";"A";"70168";"A";"77344";"A";"62344";"A";"6441";"A";"71866";"A";"-137";"A"
"1981-T2";"5791";"A";"30670";"A";"14499";"A";"472";"A";"10112";"A";"25954";"A";"6706";"A";"3249";"A";"4502";"A";"4768";"A";"13741";"A";"2358";"A";"5210";"A";"26966";"A";"2636";"A";"6401";"A";"7194";"A";"83297";"A";"70615";"A";"77613";"A";"62021";"A";"6401";"A";"71500";"A";"-176";"A"
"1981-T1";"5743";"A";"30159";"A";"14244";"A";"459";"A";"9363";"A";"25805";"A";"6511";"A";"3267";"A";"4510";"A";"4694";"A";"13910";"A";"2299";"A";"5182";"A";"26721";"A";"2626";"A";"6361";"A";"7285";"A";"81559";"A";"69123";"A";"75932";"A";"61731";"A";"6361";"A";"71179";"A";"-316";"A"
"1980-T4";"5765";"A";"30293";"A";"14724";"A";"477";"A";"9162";"A";"25788";"A";"6785";"A";"3295";"A";"4459";"A";"4685";"A";"13823";"A";"2256";"A";"5157";"A";"26459";"A";"2610";"A";"6290";"A";"7356";"A";"82178";"A";"69498";"A";"76527";"A";"61314";"A";"6290";"A";"70705";"A";"-436";"A"
"1980-T3";"5742";"A";"29980";"A";"14582";"A";"455";"A";"9495";"A";"25630";"A";"6758";"A";"3301";"A";"4514";"A";"4596";"A";"13673";"A";"2225";"A";"5131";"A";"26199";"A";"2591";"A";"6233";"A";"7364";"A";"81726";"A";"69102";"A";"76099";"A";"60796";"A";"6233";"A";"70127";"A";"-510";"A"
"1980-T2";"5759";"A";"30028";"A";"14787";"A";"416";"A";"9429";"A";"25471";"A";"6714";"A";"3279";"A";"4675";"A";"4625";"A";"13804";"A";"2191";"A";"5103";"A";"25951";"A";"2571";"A";"6187";"A";"7434";"A";"81221";"A";"68632";"A";"75583";"A";"60666";"A";"6187";"A";"69937";"A";"-510";"A"
"1980-T1";"5778";"A";"30040";"A";"14590";"A";"454";"A";"9942";"A";"26268";"A";"6651";"A";"3229";"A";"4510";"A";"4647";"A";"13846";"A";"2151";"A";"5074";"A";"25704";"A";"2549";"A";"6169";"A";"7417";"A";"82776";"A";"70157";"A";"77110";"A";"60247";"A";"6169";"A";"69459";"A";"-417";"A"
"1979-T4";"5849";"A";"29590";"A";"14290";"A";"437";"A";"9662";"A";"26545";"A";"6537";"A";"3156";"A";"4655";"A";"4602";"A";"13729";"A";"2111";"A";"5036";"A";"25486";"A";"2528";"A";"6176";"A";"7417";"A";"82070";"A";"69496";"A";"76348";"A";"59809";"A";"6176";"A";"68969";"A";"-386";"A"
"1979-T3";"5853";"A";"29458";"A";"14358";"A";"427";"A";"9712";"A";"26520";"A";"6462";"A";"3116";"A";"4706";"A";"4564";"A";"13688";"A";"2067";"A";"4995";"A";"25230";"A";"2498";"A";"6162";"A";"7393";"A";"81853";"A";"69334";"A";"76127";"A";"59306";"A";"6162";"A";"68417";"A";"-350";"A"
"1979-T2";"5880";"A";"29246";"A";"14966";"A";"419";"A";"9894";"A";"26386";"A";"6438";"A";"3107";"A";"4752";"A";"4569";"A";"13663";"A";"2022";"A";"4943";"A";"24959";"A";"2468";"A";"6133";"A";"7376";"A";"81955";"A";"69425";"A";"76204";"A";"58825";"A";"6133";"A";"67893";"A";"-372";"A"
"1979-T1";"5888";"A";"29038";"A";"15489";"A";"414";"A";"9545";"A";"26169";"A";"6399";"A";"3131";"A";"4801";"A";"4543";"A";"13728";"A";"1988";"A";"4879";"A";"24719";"A";"2437";"A";"6087";"A";"7400";"A";"81432";"A";"68941";"A";"75677";"A";"58444";"A";"6087";"A";"67477";"A";"-451";"A"
"1978-T4";"5851";"A";"28853";"A";"15404";"A";"408";"A";"9357";"A";"25833";"A";"6289";"A";"3183";"A";"4846";"A";"4463";"A";"13811";"A";"1951";"A";"4803";"A";"24465";"A";"2401";"A";"6026";"A";"7432";"A";"80550";"A";"68200";"A";"74835";"A";"57991";"A";"6026";"A";"66993";"A";"-588";"A"
"1978-T3";"5850";"A";"28570";"A";"14306";"A";"402";"A";"9327";"A";"25542";"A";"6076";"A";"3227";"A";"4867";"A";"4422";"A";"13832";"A";"1908";"A";"4737";"A";"24194";"A";"2365";"A";"5954";"A";"7450";"A";"79221";"A";"67061";"A";"73506";"A";"57486";"A";"5954";"A";"66438";"A";"-637";"A"
"1978-T2";"5756";"A";"28470";"A";"15194";"A";"396";"A";"9488";"A";"25275";"A";"6080";"A";"3263";"A";"4887";"A";"4335";"A";"13794";"A";"1862";"A";"4682";"A";"23909";"A";"2321";"A";"5874";"A";"7457";"A";"79322";"A";"67246";"A";"73700";"A";"56884";"A";"5874";"A";"65771";"A";"-598";"A"
"1978-T1";"5674";"A";"28257";"A";"15085";"A";"382";"A";"9018";"A";"24791";"A";"5982";"A";"3293";"A";"4880";"A";"4298";"A";"13656";"A";"1793";"A";"4639";"A";"23583";"A";"2277";"A";"5782";"A";"7429";"A";"77862";"A";"65975";"A";"72319";"A";"56136";"A";"5782";"A";"64940";"A";"-471";"A"
"1977-T4";"5602";"A";"27905";"A";"14031";"A";"380";"A";"8837";"A";"24794";"A";"5790";"A";"3319";"A";"4862";"A";"4209";"A";"13576";"A";"1770";"A";"4610";"A";"23317";"A";"2237";"A";"5680";"A";"7447";"A";"76640";"A";"64992";"A";"71168";"A";"55635";"A";"5680";"A";"64350";"A";"-257";"A"
"1977-T3";"5515";"A";"27714";"A";"14205";"A";"383";"A";"8541";"A";"24964";"A";"5692";"A";"3335";"A";"4866";"A";"4130";"A";"13451";"A";"1758";"A";"4613";"A";"23032";"A";"2202";"A";"5597";"A";"7443";"A";"76334";"A";"64844";"A";"70945";"A";"55175";"A";"5597";"A";"63811";"A";"-87";"A"
"1977-T2";"5472";"A";"27539";"A";"14297";"A";"365";"A";"8378";"A";"24421";"A";"5550";"A";"3343";"A";"4869";"A";"4072";"A";"13308";"A";"1681";"A";"4647";"A";"22745";"A";"2176";"A";"5529";"A";"7415";"A";"75167";"A";"63854";"A";"69822";"A";"54566";"A";"5529";"A";"63131";"A";"37";"A"
"1977-T1";"5453";"A";"27381";"A";"13669";"A";"367";"A";"8876";"A";"24528";"A";"5296";"A";"3341";"A";"4888";"A";"4035";"A";"13147";"A";"1652";"A";"4712";"A";"22456";"A";"2161";"A";"5479";"A";"7381";"A";"75157";"A";"64041";"A";"69829";"A";"54181";"A";"5479";"A";"62689";"A";"117";"A"
"1976-T4";"5392";"A";"27527";"A";"14580";"A";"366";"A";"8783";"A";"24528";"A";"5170";"A";"3317";"A";"4916";"A";"4011";"A";"12951";"A";"1605";"A";"4809";"A";"22154";"A";"2151";"A";"5445";"A";"7323";"A";"75453";"A";"64472";"A";"70180";"A";"53768";"A";"5445";"A";"62219";"A";"152";"A"
"1976-T3";"5416";"A";"27317";"A";"14996";"A";"362";"A";"8293";"A";"24401";"A";"5056";"A";"3278";"A";"4917";"A";"3983";"A";"12760";"A";"1556";"A";"4829";"A";"21848";"A";"2124";"A";"5408";"A";"7257";"A";"74778";"A";"63877";"A";"69486";"A";"53169";"A";"5408";"A";"61547";"A";"162";"A"
"1976-T2";"5402";"A";"27358";"A";"13962";"A";"353";"A";"8079";"A";"24113";"A";"4856";"A";"3221";"A";"4875";"A";"3946";"A";"12722";"A";"1530";"A";"4771";"A";"21627";"A";"2094";"A";"5372";"A";"7247";"A";"73551";"A";"62842";"A";"68277";"A";"52686";"A";"5372";"A";"60983";"A";"144";"A"
"1976-T1";"5413";"A";"27240";"A";"14806";"A";"346";"A";"7710";"A";"23897";"A";"4920";"A";"3155";"A";"4813";"A";"3831";"A";"12610";"A";"1484";"A";"4635";"A";"21350";"A";"2033";"A";"5336";"A";"7194";"A";"73265";"A";"62513";"A";"67982";"A";"51763";"A";"5336";"A";"59965";"A";"101";"A"
"1975-T4";"5447";"A";"27129";"A";"14610";"A";"342";"A";"7269";"A";"23758";"A";"4939";"A";"3102";"A";"4713";"A";"3796";"A";"12509";"A";"1457";"A";"4422";"A";"21070";"A";"1964";"A";"5299";"A";"7136";"A";"72509";"A";"61735";"A";"67192";"A";"50808";"A";"5299";"A";"58923";"A";"32";"A"
"1975-T3";"5527";"A";"26890";"A";"14149";"A";"323";"A";"6850";"A";"23150";"A";"4873";"A";"3091";"A";"4624";"A";"3760";"A";"12461";"A";"1402";"A";"4354";"A";"20830";"A";"1917";"A";"5261";"A";"7115";"A";"70873";"A";"60137";"A";"65496";"A";"50149";"A";"5261";"A";"58205";"A";"-15";"A"
"1975-T2";"5570";"A";"26590";"A";"13843";"A";"309";"A";"6398";"A";"22711";"A";"4767";"A";"3135";"A";"4565";"A";"3683";"A";"12383";"A";"1351";"A";"4434";"A";"20577";"A";"1888";"A";"5223";"A";"7103";"A";"69413";"A";"58767";"A";"64006";"A";"49743";"A";"5223";"A";"57779";"A";"-41";"A"
"1975-T1";"5610";"A";"26386";"A";"12845";"A";"307";"A";"6259";"A";"22694";"A";"4529";"A";"3228";"A";"4525";"A";"3661";"A";"12299";"A";"1326";"A";"4659";"A";"20327";"A";"1885";"A";"5184";"A";"7111";"A";"68444";"A";"57960";"A";"63009";"A";"49781";"A";"5184";"A";"57838";"A";"-44";"A"
"1974-T4";"5613";"A";"26325";"A";"13600";"A";"297";"A";"6205";"A";"22450";"A";"4419";"A";"3339";"A";"4515";"A";"3534";"A";"12082";"A";"1254";"A";"5032";"A";"20003";"A";"1881";"A";"5141";"A";"7077";"A";"68286";"A";"57879";"A";"62849";"A";"49696";"A";"5141";"A";"57779";"A";"-25";"A"
